,artista,genero,tipo,nombre,año_lanzamiento,id,bio,oyentes,reproducciones,similar_1,similar_2,similar_3
68,Juanito Valderrama,flamenco,track,Bulerías III,2000,4fC6FW8fxQ6VV1agArwsyp," Juan Valderrama Blanca (May 24, 1916 – April 12, 2004) was a Spanish flamenco and folk singer. Although he was known for singing copla, he always claimed to be a flamenco singer. Born in Torredelcampo, Juanito's recording career began in 1935 and lasted more than 60 years. Among his most famous songs is ""El emigrante (song)"", written in 1949, a ballad for the millions of displaced Spaniards who fled the country in the years after the Spanish Civil War. In 1960 he appeared in the film of the same name. <a href=""https://www.last.fm/music/Juanito+Valderrama"">Read more on Last.fm</a>",17708.0,72429.0,Rafael Farina,Antonio Molina,Juanita Reina
69,Pedro ObregÃ³n,flamenco,track,Puente de San Rafael,2000,056IFZp5ojzoumSz0ZqyJU," <a href=""https://www.last.fm/music/Pedro+Obreg%C3%83%C2%B3n"">Read more on Last.fm</a>",10.0,24.0,,,
70,Sabicas,flamenco,track,Arabian Fantasy,2000,44SZOOVeNjWqvwzO6YvjTg,"Sabicas (Agustín Castellón Campos, 16 March, 1912, Pamplona, Spain - 14 April 1990, New York, USA) was a Flamenco guitarist of Romani origin. Sabicas began playing guitar at the age of 4 and made his performing debut 2 years later. His early style was influenced by Ramón Montoya. Extensive collaboration with important cantaores (male Flamenco singers) of the period helped him develop his unique personal style. Leaving Spain in 1936 during the Spanish Civil War, he went into exile in South America with bailaora (dancer) Carmen Amaya. <a href=""https://www.last.fm/music/Sabicas"">Read more on Last.fm</a>",68954.0,398757.0,Paco de Lucía,Tomatito,Vicente Amigo
71,El Viejín,flamenco,track,A los Niños Que Sufren,2000,42YEhWYAA7uJFg13haTjCS," <a href=""https://www.last.fm/music/El+Viej%C3%ADn"">Read more on Last.fm</a>",521.0,2069.0,Edurado Rodríguez,Rafael Riqueni,Pepe Habichuela
72,Tino Di Geraldo,flamenco,track,Jaco,2000,0JZm6xoQekQ9t3mnAXJth8," <a href=""https://www.last.fm/music/Tino+Di+Geraldo"">Read more on Last.fm</a>",1654.0,5856.0,Carles Benavent,Jorge Pardo y Chano Domínguez,Jorge Pardo
73,Diego Amador,flamenco,track,La María,2000,5e3d2muK194iengEwz50fJ,"Diego Amador (Seville, 1973). Multi instrumentalist, singer and composer. Diego Amador, El Churri, is the youngest of the Amador siblings, the founders of Pata Negra. He began his professional career working with them, but can also be heard with Potito, Pedro Sierra, La Susi and others. Pianist, guitar, bass player and vocalist, Diego is a complete artist that represents flamenco’s current surprising vitality. His interest in music means he has become a master of multiple to be able to compose, record and produce. <a href=""https://www.last.fm/music/Diego+Amador"">Read more on Last.fm</a>",10205.0,41334.0,Son De La Frontera,Marina Heredia,Chano Lobato
74,Recortaos,flamenco,track,El Tito,2000,0mhBHaIDJvQbdSdvxWUl1T," <a href=""https://www.last.fm/music/Recortaos"">Read more on Last.fm</a>",50.0,265.0,El Viejín,Guadiana,El Potito
75,Jan Davis & the Spain Gang,flamenco,track,Bolero,2000,5DkiwYqAQYomVJS3fUsUOd," <a href=""https://www.last.fm/music/Jan+Davis+&+the+Spain+Gang"">Read more on Last.fm</a>",25.0,147.0,,,
76,Diego Carrasco,flamenco,track,Poeta de Cai,2000,47kinniCmjgF0RDS6rfvyW,"Diego Carrasco Fernández was born in Jerez de la Frontera (Cádiz) in 1954. He studied flamenco guitar in Jerez de la Frontera with master player Rafael del Aguila. During his first stage as a professional musician Carrasco accompanied on the guitar some of the biggest flamenco singers in his home town, such as Tía Anica la Periñaca, Tío Gregorio El Borrico, Fernando Terremoto, Sernita de Jerez, etc. During that period, Carrasco's artistic name was ""Tate de Jerez. <a href=""https://www.last.fm/music/Diego+Carrasco"">Read more on Last.fm</a>",26622.0,91283.0,Duquende,Carmen Linares,Son De La Frontera
77,Carles Benavent,flamenco,track,Eterno / Mi Sueño,2000,1r4SOnkznqPa5PcAHkpuWm,"Birth: Barcelona, 1954 On several occasions flamenco has felt attracted by jazz, and vice-versa. Paco de Lucía was one of the first to introduce 'jazz' instruments into his flamenco compositions. This is how Carles Benavent became initiated in flamenco, and he did so to such an extent, that at present we could almost say that he is more of a flamenco musician that a jazz musician. Paco de Lucía instructed him in his art form, but Benavent has contributed his own strokes of genius <a href=""https://www.last.fm/music/Carles+Benavent"">Read more on Last.fm</a>",6261.0,48311.0,Jorge Pardo,Tino Di Geraldo,Moraíto
78,Guadiana,flamenco,track,Alhambra,2000,3zQiYHVHSFgDHR78i1SmKa,"Two artists share this name: 1) Antonio Suárez Salazar, ‘Guadiana’ (born 1955, in Badajoz, Spain), is a flamenco singer from the Porrina family. He recorded his first disc (Cuando el río suena) in 1999, and Brillo de Luna in May 2002. 2) Guadiana Almena (born September 4, 1986, in Badajoz, Spain) is a Spanish singer, who debuted through a reality TV singing competition, Operación Triunfo 2009, in which she finished 16th. <a href=""https://www.last.fm/music/Guadiana"">Read more on Last.fm</a>",2719.0,9968.0,Montse Cortés,El Potito,Potito
79,Jesus Heredia,flamenco,track,Mineras,2000,5h3dbPciYloxPBDqVgWV2Y," <a href=""https://www.last.fm/music/Jesus+Heredia"">Read more on Last.fm</a>",310.0,806.0,Jose Galan,Placido Gonzalez,Jose De La Tomasa
80,Potito,flamenco,track,Viento Amargo,2000,08dHgsGGyk4O3nboD31mGx,"Antonio Vargas Carrión, ""El Guara"" (Sevilla,1​ 1972 ) es un charolista español gitano de Alcalá y aficionado al baile flamenco, Desde muy niño, actuaba cantando flamenco y bailando en los barcos de turistas, en el río Guadalquivir. Aun adolescente, colaboró con artistas como Paco de Lucía (""Zyrjab""),​ y en 1996 ya había publicado dos discos con las colaboraciones de Vicente Amigo y otros. Después, aparte de realizar un gran número de actuaciones a nivel internacional <a href=""https://www.last.fm/music/Potito"">Read more on Last.fm</a>",8253.0,41228.0,Montse Cortés,El Potito,Diego Carrasco
81,Woomera,flamenco,track,Rumba Del Sol,2000,4aoIrhPu3VmeEYNgHCHm1t,"There are two artists with the name Woomera: 1. Woomera is the name of a performer(or group of performers) of traditional Aboriginal music. 2. Woomera was a band, but they changed their name to Autorotation. http://www.autorotation.org <a href=""https://www.last.fm/music/Woomera"">Read more on Last.fm</a>",1072.0,3975.0,Mark Atkins,Ash Dargan,Australian Aboriginal
82,Los 4 de Jean,flamenco,track,El abanico,2000,7q0w0VSknQrDxtwqSOP1Xw," <a href=""https://www.last.fm/music/Los+4+de+Jean"">Read more on Last.fm</a>",17.0,73.0,Olga Barreto,,
83,El Lebrijano,flamenco,track,Que Hermoso Pelo Tiene - Bulerías,2000,04EOhHCBfXC2ycApDYO2jr,"Juan Peña Fernández (8 August 1941 – 13 July 2016), also known as Juan Peña ""El Lebrijano"" or simply El Lebrijano, was a Spanish Gitano (Roma) musician, the nephew of Perrate de Utrera. Born in Lebrija, province of Seville, he began to play flamenco guitar as a child, accompanying singers such as La Paquera de Jerez in 1950, but eventually turned to Flamenco singing. In 1964, he won the championship at the Competition of Mairena del Alcor, one of the most important Flamenco music festivals. <a href=""https://www.last.fm/music/El+Lebrijano"">Read more on Last.fm</a>",13637.0,68390.0,Antonio Mairena,Chano Lobato,Remedios Amaya
84,Spanish Classic Guitar,flamenco,track,Al tajo,2000,57TXlnft5IKrYSuhPgCGUk," <a href=""https://www.last.fm/music/Spanish+Classic+Guitar"">Read more on Last.fm</a>",2442.0,30900.0,Spanish Guitar Lounge Music,Spanish Guitar Chill Out,Guitarra Clásica Española
85,Imperio De Triana,flamenco,track,Dolor que causa una ausencia,2000,4BrJ6IU5KRZcvsFe2dKsEk," <a href=""https://www.last.fm/music/Imperio+de+Triana"">Read more on Last.fm</a>",345.0,1208.0,Paquita Rico,Carmen Sevilla,Luisa Ortega
86,Ana Reverte,flamenco,track,Muñeca de Placer - Colombianas,2000,7g05c1imfWJMBHYmvI3yYM," <a href=""https://www.last.fm/music/Ana+Reverte"">Read more on Last.fm</a>",1245.0,5078.0,Brumas,Requiebros,Rafael Farina
87,Michel De Malaga,flamenco,track,Puro cani,2000,23jEHkaruobQLK8FrBDx7O," <a href=""https://www.last.fm/music/Michel+de+Malaga"">Read more on Last.fm</a>",7.0,59.0,,,
88,The Gourds,flamenco,track,Flamenco Cabaret,2000,7LvP0s1gKAJljWqGQiy2a7,"The Gourds, an American alternative country band, formed in Austin, Texas in 1994. Evolving, in part, from the Picket Line Coyotes and the Grackles, the Gourds original line-up consists of Kevin Russell (vocals, guitar, mandolin), Jimmy Smith (vocals, bass, guitar), Claude Bernard (accordion, guitar, vocals), and Charlie Llewellin (drums, percussion). Llewellin was replaced by current drummer Keith Langford shortly after the second album was recorded <a href=""https://www.last.fm/music/The+Gourds"">Read more on Last.fm</a>",87251.0,778095.0,Old 97's,Shinyribs,Charlie Robison
89,Charbel Rouhana,flamenco,track,Flamenco,2000,3zLnZYXFG7vOmoyd5bJhKa,"Charbel Rouhana (Arabic: شربل روحانا) is one of the finest oud players in Lebanon. Born in 1965 in Aamchit (a town north of Beirut), Charbel pursued his music education at the Holy-Spirit University in Kaslik and obtained his diploma in oud instrumentation in 1986 and his M.A. in Musicology in 1987. One of his major achievements is establishing a new methodology in playing the oud. This method was published and adopted by the National Conservatory of Music and the Faculty of Music in the Holy Spirit University <a href=""https://www.last.fm/music/Charbel+Rouhana"">Read more on Last.fm</a>",20656.0,128544.0,May Nasr,Simon Shaheen,Haytham Safia
90,Jose Galvan,flamenco,track,"Flamenco,Siguiriyas Final Macho",2000,26COW7Y12GaUvhRgIYx88D," <a href=""https://www.last.fm/music/Jose+Galvan"">Read more on Last.fm</a>",685.0,5536.0,Miguel Poveda,Chano Lobato,Carmen Linares
91,Gustavo Montesano/Carlos Gomez/Royal Philharmonic Orchestra,flamenco,album,Flamenco Fantasy,2000,31Ydy46O7u3pQlXnM39h6O," <a href=""https://www.last.fm/music/Gustavo+Montesano%2FCarlos+Gomez%2FRoyal+Philharmonic+Orchestra"">Read more on Last.fm</a>",140.0,687.0,Gustavo Montesano/Royal Philharmonic Orchestra/Carlos Gomez,Juan de Lerida,NOVAMENCO
92,Various Artists,flamenco,album,Flamencos del 2000,2000,340WeYHAwNWQoXNmBAyZYv,"Warning! Deleting this artist may remove other artists and scrobbles from your library - please handle this with caution! Note: You can view albums tagged as 'Various Artists' in your library here. The term Various Artists is used in the record industry when numerous singers and musicians collaborate on a song or collection of songs. Most often on Last.fm, compilation album tracks appear under the name of Various Artists erroneously because the individual artist is not listed in the album's ID3 information. <a href=""https://www.last.fm/music/Various+Artists"">Read more on Last.fm</a>",661149.0,10093213.0,,,
93,Paco Peña,flamenco,album,Flamenco Guitar,2000,2TgdDFcYoznVXE7erBPE30,"Paco Peña (1942 - ) is a Flamenco guitarist. Born in Córdoba, Spain as Francisco Peña Pérez, he began learning to play the guitar at age 6 and made his first professional appearance at age 12. In the late 1960's he moved to London. Peña was soon touring the world both as a soloist and an accompanist with performances at Carnegie Hall in New York City, the Royal Albert Hall in London and the Concertgebouw in Amsterdam. He founded the world's first university course on flamenco guitar, at the conservatory of music of Rotterdam. <a href=""https://www.last.fm/music/+noredirect/Paco+Pe%C3%B1a"">Read more on Last.fm</a>",71032.0,469729.0,Carlos Montoya,Lara & Reyes,Benise
94,Vicente Escudero,flamenco,album,Flamenco!,2000,6RGlQAKMqfUDLXtFAht7c0," <a href=""https://www.last.fm/music/Vicente+Escudero"">Read more on Last.fm</a>",30.0,91.0,,,
95,Jose Greco And Company,flamenco,album,Flamenco Fury,2000,5UcacYe8KbmMEw3FHkQB4e," <a href=""https://www.last.fm/music/Jose+Greco+And+Company"">Read more on Last.fm</a>",7.0,40.0,,,
96,Juan Manuel Chamaco,flamenco,album,Flamenco de Andalucia,2000,2jUBzBv0nsJ4SIGDR5KPdV," <a href=""https://www.last.fm/music/Juan+Manuel+Chamaco"">Read more on Last.fm</a>",2.0,2.0,,,
97,Said Moadel,flamenco,album,Flamenco Guitar,2000,56tPhU0lqHHdNVLy00CyOb," <a href=""https://www.last.fm/music/Said+Moadel"">Read more on Last.fm</a>",42.0,719.0,Greg Reiter,"Joel Frederiksen, Ensemble Phoenix Munich",James Bobchak
98,Sabicas & Escudero,flamenco,album,Flamenco In Hi-Fi,2000,4Zox261OojBWBJQu9jEptf," <a href=""https://www.last.fm/music/Sabicas+&+Escudero"">Read more on Last.fm</a>",75.0,344.0,Paco de Lucía y Ricardo Modrego,Gaspar Sanz,
99,El Nino De Alicante & His Flamenco Ensemble,flamenco,album,Ritmos Flamencos,2000,1cT2QLbKzEJo7BepZj27w5," <a href=""https://www.last.fm/music/El+Nino+De+Alicante+&+His+Flamenco+Ensemble"">Read more on Last.fm</a>",1.0,3.0,,,
100,Antonio Hurtado,flamenco,album,Pentagrama Flamenco,2000,0LRPht2dhYfZagqgeZJdGh," <a href=""https://www.last.fm/music/Antonio+Hurtado"">Read more on Last.fm</a>",7.0,25.0,,,
101,The Fabulous Sabicas,flamenco,album,Solo Flamenco,2000,40GE6SXdV2vp6xiHLeZjqF," <a href=""https://www.last.fm/music/The+Fabulous+Sabicas"">Read more on Last.fm</a>",10.0,29.0,,,
102,María Serrano,flamenco,album,Ritmo Encuentro Flamenco-Cubano,2000,2N0tkLqFEQmZvqUBD42Iru," <a href=""https://www.last.fm/music/Mar%C3%ADa+Serrano"">Read more on Last.fm</a>",66.0,220.0,,,
103,Teye,flamenco,album,Viva El Flamenco,2000,0zrUY20aLKcTtpntdIe0e2," <a href=""https://www.last.fm/music/Teye"">Read more on Last.fm</a>",249.0,1488.0,Paco El Lobo,Juan Jose Carranza,Jorge Pardo
104,Thomas Hickstein,flamenco,album,Flamenco en Vivo,2000,5ZHgjoa61urVCMCIrE7vA2," <a href=""https://www.last.fm/music/Thomas+Hickstein"">Read more on Last.fm</a>",126.0,531.0,Andreas C. Junge,"Marea, Massimo Tagliata, Andrea Dessì",Andreas C Junge
105,Los Sencillos,flamenco,track,Flamenco,2001,7AQFrKp31Zsyu9hQvTMCWf,"One hit wonder pop band hailing from Catalonia, Spain. They had a massive success with the song ""Bonito es"" in the 90s in Spain. Released on the album ""de placer!"". Unfortunately , they didn't stay together much longer and they disbanded after the hit. The lead of the band, Miquel Puig, pursued a solo career. <a href=""https://www.last.fm/music/Los+Sencillos"">Read more on Last.fm</a>",10708.0,52334.0,la granja,Pistones,Cabaret Pop
106,Ángel Rojas,flamenco,track,La Paloma,2001,16RiQHJrRWupobJmRw8VAg," <a href=""https://www.last.fm/music/%C3%81ngel+Rojas"">Read more on Last.fm</a>",258.0,642.0,Fernando Frachelli,Rafa El Tachuela,Triomanzana
107,Gipsy Kings,flamenco,track,Flamencos En El Aire,2001,6H2mzV9zO3IbMkDIg7glt3,"Gipsy Kings is a music group from Arles and Montpellier, France. They explained the evolution of their sound in the 1996 PBS documentary of their lives and music ""Tierra Gitana (Gipsy Land)"". Young brothers Nicolas, Canut and Paul Reyes accompanied their father, famed flamenco singer Jose Reyes, who started out singing ""cante jondo"" (deep chant), traditional flamenco with long-running themes of passion, love, death, etc. But they began playing rumba flamenca because ""we liked to watch pretty girls dance,"" said Nicolas. <a href=""https://www.last.fm/music/Gipsy+Kings"">Read more on Last.fm</a>",888869.0,12228375.0,Jesse Cook,Paco de Lucía,Ottmar Liebert
108,Raya Real,flamenco,track,Flamenco: Limonero en Flor / Con El Ta-Ta Pum Pum - Rumbas,2001,0Ca8AoYr4sKn8FGh7BPrts," <a href=""https://www.last.fm/music/Raya+Real"">Read more on Last.fm</a>",26649.0,263380.0,Requiebros,Albahaca,Maria Del Monte
109,The Chick Corea New Trio,flamenco,track,Rhumba Flamenco,2001,4tAeB2S1ZCWgpMsZVC6NMU,"Armando Anthony ""Chick"" Corea (born June 12, 1941, died February 9, 2021) was a multiple Grammy Award winning American jazz pianist/keyboardist and composer. In 2001, the Chick Corea New Trio, with Avishai Cohen and Jeff Ballard on bass and drums respectively, released the album Past, Present & Futures. Notably, the 11-song album includes only one standard composition (Fats Waller's ""Jitterbug Waltz""). The rest of the tunes are Corea originals, and the album shows the composer and pianist in an extremely fertile phase, full of energy. <a href=""https://www.last.fm/music/The+Chick+Corea+New+Trio"">Read more on Last.fm</a>",18254.0,107799.0,Chick Corea Quartet,Bobby McFerrin & Chick Corea,Zela Margossian Quintet
